# emapper version: emapper-1.0.3 emapper DB: 4.5.1-RA	
# command: ./emapper.py  -i ../Amillepora.proteins.fa --output Amillepora_euk -d euk --usemem --cpu 60-RA	
# time: Tue Oct  2 21:05:37 2018-RA	
#query_name-RA	eggNOG annot
Amillepora21275-RA	glutamine-dependent NAD
Amillepora21285-RA	Integrin alpha FG-GAP repeat containing 2
Amillepora21280-RA	Upstream binding transcription factor, RNA polymerase I
Amillepora21277-RA	Adhesion regulating molecule
Amillepora21282-RA	Inorganic pyrophosphatase
Amillepora21284-RA	potassium channel tetramerisation domain containing
Amillepora21295-RA	G- protein-coupled receptor
Amillepora21293-RA	F-box and WD repeat domain containing 2
Amillepora21299-RA	Glutathione S-transferase, C-terminal domain
Amillepora21296-RA	Glutathione S-transferase, C-terminal domain
Amillepora21292-RA	elongator acetyltransferase complex subunit 6
Amillepora21304-RA	death inducer-obliterator 1
Amillepora21320-RA	serine threonine-protein phosphatase
Amillepora21331-RA	prolyl 4-hydroxylase
Amillepora21332-RA	enkurin domain containing 1
Amillepora21327-RA	serine threonine-protein phosphatase
Amillepora21329-RA	prolyl 4-hydroxylase
Amillepora21333-RA	phenazine biosynthesis-like protein domain containing
Amillepora21335-RA	Eukaryotic translation elongation factor 1 delta (Guanine nucleotide exchange protein)
Amillepora21334-RA	Sperm associated antigen 1
Amillepora21357-RA	associated kinase
Amillepora21360-RA	Notch ligand involved in the mediation of Notch signaling (By similarity)
Amillepora21358-RA	Immunoglobulin domain
Amillepora21356-RA	smoothened, frizzled family receptor
Amillepora21353-RA	tRNA splicing endonuclease 2 homolog (S. cerevisiae)
Amillepora21363-RA	Notch ligand involved in the mediation of Notch signaling (By similarity)
Amillepora21362-RA	FAT tumor suppressor homolog
Amillepora21364-RA	Notch ligand involved in the mediation of Notch signaling (By similarity)
Amillepora21380-RA	chromosome 1 open reading frame 173
Amillepora21381-RA	60S acidic ribosomal protein
Amillepora21375-RA	Neuronal pentraxin
Amillepora21382-RA	IdgA domain protein
Amillepora21383-RA	protein Hydra magnipapillata
Amillepora21384-RA	Inherit from COG: Retrotransposon protein
Amillepora21385-RA	Sulfatase
Amillepora21388-RA	ADAM metallopeptidase domain
Amillepora21386-RA	Kallmann syndrome 1 sequence
Amillepora21389-RA	piggyBac transposable element derived 4
Amillepora21398-RA	guanine nucleotide exchange factor
Amillepora21396-RA	PPIases accelerate the folding of proteins
Amillepora21397-RA	inositol polyphosphate multikinase
Amillepora21401-RA	Removes the N-terminal methionine from nascent proteins (By similarity)
Amillepora21404-RA	F-box protein 16
Amillepora21402-RA	ribose-phosphate pyrophosphokinase
Amillepora21406-RA	alcohol dehydrogenase
Amillepora21407-RA	Solute carrier family 25
Amillepora21400-RA	Nuclear receptor coactivator 4
Amillepora21409-RA	calcium ion binding
Amillepora21411-RA	Hydra magnipapillata
Amillepora21415-RA	Meprin A
Amillepora21417-RA	Interferon-induced protein
Amillepora21424-RA	FiBrilliN
Amillepora21425-RA	Interferon-induced protein
Amillepora21432-RA	MULE transposase domain
Amillepora21433-RA	MULE transposase domain
Amillepora21434-RA	integrase core domain protein
Amillepora21461-RA	chromosome 2 open reading frame 81
Amillepora21460-RA	Myosin VIIA
Amillepora21459-RA	Myosin VIIA
Amillepora21454-RA	Myosin VIIA
Amillepora21453-RA	Inherit from KOG: Retrotransposon protein
Amillepora21463-RA	Neurogenic differentiation factor
Amillepora21462-RA	3-dehydroquinate synthase
Amillepora21467-RA	Transmembrane protein 67
Amillepora21468-RA	epoxide hydrolase
Amillepora21469-RA	epoxide hydrolase
Amillepora21470-RA	epoxide hydrolase
Amillepora21473-RA	Coiled-coil domain containing 6
Amillepora21464-RA	DNA-directed RNA Polymerase
Amillepora21479-RA	Inherit from opiNOG: to reverse transcriptase
Amillepora21489-RA	carboxylase, beta
Amillepora21495-RA	carboxylase, beta
Amillepora21486-RA	pumilio homolog
Amillepora21482-RA	grancalcin, EF-hand calcium binding protein
Amillepora21488-RA	CW-type Zinc Finger
Amillepora21492-RA	carboxylase, beta
Amillepora21496-RA	carboxylase, beta
Amillepora21498-RA	Glutamate receptor, ionotropic
Amillepora21497-RA	Glutamate receptor, ionotropic
Amillepora21499-RA	Glutamate receptor, ionotropic
Amillepora21501-RA	Inherit from KOG: transposon protein
Amillepora21504-RA	Glutamate receptor, ionotropic
Amillepora21500-RA	Glutamate receptor, ionotropic
Amillepora21503-RA	Glutamate receptor, ionotropic
Amillepora21506-RA	Glutamate receptor, ionotropic
Amillepora21517-RA	Glutamate receptor, ionotropic
Amillepora21522-RA	membrane-spanning 4-domains subfamily A member
Amillepora21512-RA	Glutamate receptor, ionotropic
Amillepora21525-RA	growth hormone inducible transmembrane protein
Amillepora21530-RA	Inherit from euNOG: solute carrier family 17
Amillepora21524-RA	Tropomyosin
Amillepora21526-RA	YdiU domain protein
Amillepora21523-RA	Glutamate receptor, ionotropic
Amillepora21534-RA	Inherit from euNOG: Retrotransposon protein
Amillepora21542-RA	Rho-related BTB domain containing
Amillepora21549-RA	Reverse transcriptase (RNA-dependent DNA polymerase)
Amillepora21545-RA	LAS1-like (S. cerevisiae)
Amillepora21546-RA	DNA-directed RNA polymerases I, II and III
Amillepora21544-RA	Serrate RNA effector molecule homolog
Amillepora21543-RA	PR domain containing 14
Amillepora21557-RA	zinc finger CCCH-type containing
Amillepora21558-RA	Catalyzes the cleavage of L-kynurenine (L-Kyn) and L-3- hydroxykynurenine (L-3OHKyn) into anthranilic acid (AA) and 3- hydroxyanthranilic acid (3-OHAA), respectively (By similarity)
Amillepora21555-RA	rho GTPase activating protein
Amillepora21570-RA	G protein-coupled receptor
Amillepora21577-RA	mindbomb E3 ubiquitin protein ligase
Amillepora21580-RA	mindbomb E3 ubiquitin protein ligase
Amillepora21581-RA	mindbomb E3 ubiquitin protein ligase
Amillepora21579-RA	mindbomb E3 ubiquitin protein ligase
Amillepora21586-RA	Dynein, axonemal, light intermediate chain 1
Amillepora21585-RA	protein tyrosine phosphatase-like
Amillepora21583-RA	Solute carrier family 12 (Potassium chloride transporters), member 8
Amillepora21605-RA	Inherit from KOG: Growth factor receptor
Amillepora21604-RA	Exocyst complex component
Amillepora21602-RA	SET domain containing
Amillepora21611-RA	PRP6 pre-mRNA processing factor 6 homolog (S. cerevisiae)
Amillepora21608-RA	ATP-binding cassette, sub-family C (CFTR MRP), member
Amillepora21607-RA	ATP-binding cassette, sub-family C (CFTR MRP), member
Amillepora21609-RA	Retinoblastoma binding protein 8
Amillepora21612-RA	eukaryotic translation initiation factor 2c
Amillepora21613-RA	translation initiation factor 2C
Amillepora21616-RA	G- protein-coupled receptor
Amillepora21615-RA	eukaryotic translation initiation factor 2c
Amillepora21614-RA	eukaryotic translation initiation factor 2c
Amillepora21625-RA	Fibroblast growth factor receptor
Amillepora21636-RA	protein Hydra magnipapillata
Amillepora21643-RA	protein Hydra magnipapillata
Amillepora21650-RA	Inherit from euNOG: solute carrier family 17
Amillepora21651-RA	Pao retrotransposon peptidase 
Amillepora21647-RA	Protein phosphatase, Mg2 Mn2 dependent, 1K
Amillepora21657-RA	histone h2a
Amillepora21656-RA	Pao retrotransposon peptidase 
Amillepora21659-RA	Potassium large conductance calcium-activated channel, subfamily M, alpha member 1
Amillepora21672-RA	Zinc finger protein
Amillepora21670-RA	wings apart-like homolog (Drosophila)
Amillepora21673-RA	Inherit from KOG: Growth factor receptor
Amillepora21678-RA	Reverse transcriptase (RNA-dependent DNA polymerase)
Amillepora21679-RA	pogo transposable element with KRAB domain
Amillepora21681-RA	protein Hydra magnipapillata
Amillepora21689-RA	protein Hydra magnipapillata
Amillepora21697-RA	Inherit from euNOG: solute carrier family 17
Amillepora21704-RA	protein Hydra magnipapillata
Amillepora21701-RA	Inherit from opiNOG: to reverse transcriptase
Amillepora21709-RA	Inherit from KOG: Growth factor receptor
Amillepora21710-RA	Inherit from KOG: Retrotransposon protein
Amillepora21715-RA	protein Hydra magnipapillata
Amillepora21721-RA	pogo transposable element with KRAB domain
Amillepora21731-RA	Inherit from euNOG: solute carrier family 17
Amillepora21739-RA	collagen, type XII, alpha 1
Amillepora21742-RA	PR domain containing 14
Amillepora21743-RA	tectonin beta-propeller repeat containing
Amillepora21745-RA	Kruppel-like factor 5 (intestinal)
Amillepora21746-RA	Pao retrotransposon peptidase 
Amillepora21747-RA	Pao retrotransposon peptidase 
Amillepora21748-RA	Inherit from KOG: Retrotransposon protein
Amillepora21763-RA	Inherit from KOG: DNA helicase
Amillepora21764-RA	Inherit from KOG: DNA helicase
Amillepora21758-RA	Inherit from opiNOG: to reverse transcriptase
Amillepora21756-RA	Pao retrotransposon peptidase 
Amillepora21771-RA	pogo transposable element with KRAB domain
Amillepora21776-RA	Hydra magnipapillata
Amillepora21769-RA	Pao retrotransposon peptidase 
Amillepora21768-RA	Inherit from euNOG: solute carrier family 17
Amillepora21766-RA	Inherit from euNOG: solute carrier family 17
Amillepora21767-RA	Pao retrotransposon peptidase 
Amillepora21789-RA	protein Hydra magnipapillata
Amillepora21780-RA	Pao retrotransposon peptidase 
Amillepora21779-RA	Inherit from euNOG: solute carrier family 17
Amillepora21778-RA	Inherit from euNOG: solute carrier family 17
Amillepora21784-RA	Inherit from opiNOG: to reverse transcriptase
Amillepora21788-RA	Pao retrotransposon peptidase 
Amillepora21801-RA	Hydra magnipapillata
Amillepora21802-RA	Hydra magnipapillata
Amillepora21805-RA	Inherit from euNOG: solute carrier family 17
Amillepora21804-RA	Inherit from euNOG: solute carrier family 17
Amillepora21809-RA	Inherit from euNOG: Retrotransposon protein
Amillepora21811-RA	williams Beuren syndrome chromosome region
Amillepora21824-RA	Inherit from opiNOG: to reverse transcriptase
Amillepora21828-RA	Inherit from euNOG: solute carrier family 17
Amillepora21827-RA	Inherit from euNOG: solute carrier family 17
Amillepora21826-RA	williams Beuren syndrome chromosome region
Amillepora21835-RA	LSM11, U7 small nuclear RNA associated
Amillepora21837-RA	glucokinase (hexokinase 4) regulator
Amillepora21838-RA	glucokinase (hexokinase 4) regulator
Amillepora21842-RA	Oxidation resistance
Amillepora21852-RA	Inherit from opiNOG: Reverse transcriptase (RNA-dependent DNA polymerase)
Amillepora21853-RA	Integrase core domain
Amillepora21847-RA	Reverse transcriptase (RNA-dependent DNA polymerase)
Amillepora21850-RA	Reverse transcriptase (RNA-dependent DNA polymerase)
Amillepora21848-RA	Integrase core domain
Amillepora21858-RA	protein-kinase, interferon-inducible double stranded RNA dependent inhibitor, repressor of (P58 repressor)
Amillepora21857-RA	Integrase core domain
Amillepora21865-RA	E2F transcription factor
Amillepora21864-RA	minichromosome maintenance complex component 3 associated protein
Amillepora21863-RA	Inherit from euNOG: Retrotransposon protein
Amillepora21870-RA	Inherit from KOG: Carboxypeptidase
Amillepora21867-RA	Pao retrotransposon peptidase 
Amillepora21872-RA	Inherit from KOG: Carboxypeptidase
Amillepora27787-RA	DNA primase
Amillepora27780-RA	DNA primase
Amillepora27784-RA	Inherit from euNOG: solute carrier family 17
Amillepora27782-RA	Pao retrotransposon peptidase 
Amillepora27783-RA	Inherit from euNOG: solute carrier family 17
Amillepora27781-RA	dipeptidylpeptidase
Amillepora27785-RA	dipeptidylpeptidase
Amillepora27796-RA	Mab-21 domain containing 1
Amillepora27788-RA	dipeptidylpeptidase
Amillepora27803-RA	Inherit from KOG: transposon protein
Amillepora27806-RA	DNA primase
Amillepora27807-RA	dipeptidylpeptidase
Amillepora27812-RA	Isovaleryl-CoA dehydrogenase
Amillepora27816-RA	RNA-directed DNA polymerase from mobile element jockey-like
Amillepora27821-RA	DNA primase
Amillepora27817-RA	DNA primase
Amillepora27822-RA	dipeptidylpeptidase
Amillepora27827-RA	prohibitin
Amillepora27828-RA	receptor
Amillepora27832-RA	5'-nucleotidase, cytosolic
Amillepora27831-RA	coiled-coil domain containing 14
Amillepora27838-RA	T-complex-associated-testis-expressed 1
Amillepora27833-RA	Cd63 molecule
Amillepora27835-RA	Kinesin light chain
Amillepora27836-RA	Kinesin light chain
Amillepora27839-RA	Malignant fibrous histiocytoma amplified sequence 1
Amillepora27847-RA	importin
Amillepora27845-RA	Endoplasmic reticulum lectin 1
Amillepora27846-RA	importin
Amillepora27848-RA	importin
Amillepora27842-RA	Inherit from KOG: PHOsphatase
Amillepora27843-RA	Inherit from KOG: PHOsphatase
Amillepora27841-RA	photo-lyase
Amillepora27844-RA	Tubulin is the major constituent of microtubules. Gamma tubulin is found at microtubule organizing centers (MTOC) such as the spindle poles or the centrosome (By similarity)
Amillepora27854-RA	kruppel-like factor
Amillepora27853-RA	importin
Amillepora27849-RA	importin
Amillepora27856-RA	Potassium voltage-gated channel, shaker-related subfamily, beta member
Amillepora27851-RA	importin
Amillepora27857-RA	deafness, autosomal recessive 59
Amillepora27859-RA	Solute carrier family 35
Amillepora27862-RA	proto-oncogene
Amillepora27858-RA	EF-hand domain family, member B
Amillepora27872-RA	Inherit from KOG: Growth factor receptor
Amillepora27874-RA	5-3 exoribonuclease 1
Amillepora29223-RA	Inherit from euNOG: Retrotransposon protein
Amillepora29220-RA	Reverse transcriptase (RNA-dependent DNA polymerase)
Amillepora29222-RA	Reverse transcriptase (RNA-dependent DNA polymerase)
Amillepora29218-RA	Reverse transcriptase (RNA-dependent DNA polymerase)
Amillepora29225-RA	Testis-specific serine kinase
Amillepora29230-RA	Solute carrier family 1
Amillepora29226-RA	RNA-directed DNA polymerase from mobile element jockey-like
Amillepora29227-RA	Bone marrow stromal cell antigen 1
Amillepora29237-RA	DNA polymerase type B, organellar and viral
Amillepora29233-RA	Zinc finger protein 862
Amillepora29235-RA	SCAN domain
Amillepora29249-RA	Inherit from euNOG: Retrotransposon protein
Amillepora29248-RA	Inherit from euNOG: Retrotransposon protein
Amillepora29242-RA	MULE transposase domain
Amillepora29246-RA	RNA-directed DNA polymerase from mobile element jockey-like
Amillepora29247-RA	Inherit from opiNOG: Reverse transcriptase (RNA-dependent DNA polymerase)
Amillepora29266-RA	Inherit from KOG: Growth factor receptor
Amillepora29261-RA	Inherit from euNOG: solute carrier family 17
Amillepora29263-RA	Inherit from euNOG: Retrotransposon protein
Amillepora29256-RA	Zinc finger protein 862
Amillepora29262-RA	Pao retrotransposon peptidase 
Amillepora29265-RA	protein Hydra magnipapillata
Amillepora29259-RA	Reverse transcriptase (RNA-dependent DNA polymerase)
Amillepora29264-RA	Inherit from KOG: Retrotransposon protein
Amillepora29276-RA	Inherit from euNOG: Retrotransposon protein
Amillepora29271-RA	Reverse transcriptase (RNA-dependent DNA polymerase)
Amillepora29287-RA	multicellular organismal development
Amillepora29273-RA	tigger transposable element derived 6
Amillepora29272-RA	Pfam:DDE
Amillepora29300-RA	Integrase core domain
Amillepora29294-RA	protein Hydra magnipapillata
Amillepora29291-RA	protein, partial Hydra magnipapillata
Amillepora29298-RA	Reverse transcriptase (RNA-dependent DNA polymerase)
Amillepora29314-RA	Inherit from euNOG: solute carrier family 17
Amillepora29326-RA	piggyBac transposable element derived 4
Amillepora29307-RA	Inherit from euNOG: Retrotransposon protein
Amillepora29302-RA	Integrase core domain
Amillepora29315-RA	Inherit from opiNOG: to reverse transcriptase
Amillepora29308-RA	integrase core domain protein
Amillepora29309-RA	integrase core domain protein
Amillepora29304-RA	Inherit from opiNOG: to reverse transcriptase
Amillepora29319-RA	protein Hydra magnipapillata
Amillepora29306-RA	Inherit from euNOG: solute carrier family 17
Amillepora29318-RA	Inherit from KOG: Retrotransposon protein
Amillepora29301-RA	Inherit from opiNOG: to reverse transcriptase
Amillepora29310-RA	integrase core domain protein
Amillepora29324-RA	Inherit from euNOG: solute carrier family 17
Amillepora29321-RA	Reverse transcriptase (RNA-dependent DNA polymerase)
Amillepora29325-RA	Pao retrotransposon peptidase 
Amillepora29334-RA	Reverse transcriptase (RNA-dependent DNA polymerase)
Amillepora29340-RA	Herpesvirus alkaline exonuclease
Amillepora29329-RA	Pao retrotransposon peptidase 
Amillepora29339-RA	Inherit from opiNOG: to reverse transcriptase
Amillepora29336-RA	Reverse transcriptase
Amillepora29335-RA	reverse transcriptase
Amillepora29349-RA	Inherit from KOG: Retrotransposon protein
Amillepora29358-RA	to transposase domain-containing protein
Amillepora29350-RA	pogo transposable element with KRAB domain
Amillepora29370-RA	Immunoglobulin domain
Amillepora29369-RA	Reverse transcriptase (RNA-dependent DNA polymerase)
Amillepora29376-RA	Reverse transcriptase (RNA-dependent DNA polymerase)
Amillepora29366-RA	protein Hydra magnipapillata
Amillepora29359-RA	Reverse transcriptase (RNA-dependent DNA polymerase)
Amillepora29368-RA	Inherit from opiNOG: to reverse transcriptase
Amillepora29364-RA	UPF3 regulator of nonsense transcripts homolog
